player_name,preferred_foot,date_of_birth,appearances_sub,goals,assists,xa,xg,touches_in_opposition_box,crosses_completed,pass_accuracy,long_pass_accuracy,minutes_played,dribbles_completed,duels_won,aerial_duels_won,total_tackles,interceptions,blocks,red_cards,yellow_cards,fouls,offsides,all_stats_on_page
Scott Carson,Right,03/09/1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '03/09/1985', 'Red Cards': '0', 'Yellow Cards': '0'}"
Henry Cartwright,Right,11/12/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '11/12/2004', 'Red Cards': '0', 'Yellow Cards': '0'}"
Cesare Casadei,Right,10/01/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Italy', 'Preferred Foot': 'Right', 'Date of Birth': '10/01/2003', 'Red Cards': '0', 'Yellow Cards': '0'}"
Kaelan Casey,Right,28/10/2004,1 (1),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '28/10/2004', 'Appearances (Sub)': '1 (1)', 'Minutes Played': '1', 'Duels Won': '1', 'Aerial Duels Won': '1', 'Red Cards': '0', 'Yellow Cards': '0'}"
Matty Cash,Right,07/08/1997,27 (3),1,1,1.25,0.49,3,43,764 (85%),58 (43%),"2,077",35 (54%),115,20,56,23,8,0,7,27,1,"{'Nationality': 'Poland', 'Preferred Foot': 'Right', 'Date of Birth': '07/08/1997', 'Appearances (Sub)': '27 (3)', 'Goals': '1', 'Assists': '1', 'XG': '0.49', 'XA': '1.25', 'Shots On Target Outside the Box': '3', 'Touches in the Opposition Box': '43', 'Crosses (Completed %)': '40 (13%)', 'Passes (Completed %)': '764 (85%)', 'Long Passes (Completed %)': '58 (43%)', 'Minutes Played': '2,077', 'Dribbles (Completed %)': '35 (54%)', 'Duels Won': '115', 'Aerial Duels Won': '20', 'Total Tackles': '56', 'Interceptions': '23', 'Blocks': '8', 'Red Cards': '0', 'Yellow Cards': '7', 'Fouls': '27', 'Offsides': '1'}"
Eiran Cashin,Left,09/11/2001,2 (2),0,0,0,0,0,0,27 (85%),3 (33%),19,2,2,0,0,0,0,0,0,0,0,"{'Nationality': 'Ireland', 'Preferred Foot': 'Left', 'Date of Birth': '09/11/2001', 'Appearances (Sub)': '2 (2)', 'XA': '0', 'Passes (Completed %)': '27 (85%)', 'Long Passes (Completed %)': '3 (33%)', 'Minutes Played': '19', 'Duels Won': '2', 'Aerial Duels Won': '2', 'Red Cards': '0', 'Yellow Cards': '0'}"
Casemiro,Right,23/02/1992,24 (6),1,0,2,1.83,7,9,960 (80%),91 (54%),"1,497",6 (50%),141,39,83,14,10,0,5,20,4,"{'Nationality': 'Brazil', 'Preferred Foot': 'Right', 'Date of Birth': '23/02/1992', 'Appearances (Sub)': '24 (6)', 'Goals': '1', 'XG': '1.83', 'XA': '2', 'Shots On Target Inside the Box': '7', 'Shots On Target Outside the Box': '9', 'Touches in the Opposition Box': '43', 'Hit Woodwork': '1', 'Crosses (Completed %)': '20 (40%)', 'Passes (Completed %)': '960 (80%)', 'Long Passes (Completed %)': '91 (54%)', 'Minutes Played': '1,497', 'Dribbles (Completed %)': '6 (50%)', 'Duels Won': '141', 'Aerial Duels Won': '39', 'Total Tackles': '83', 'Interceptions': '14', 'Blocks': '10', 'Red Cards': '0', 'Yellow Cards': '5', 'Fouls': '20', 'Offsides': '4'}"
Dante Cassanova,Right,21/06/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Jamaica', 'Preferred Foot': 'Right', 'Date of Birth': '21/06/2004', 'Red Cards': '0', 'Yellow Cards': '0'}"
Timothy Castagne,Right,05/12/1995,24 (7),1,0,4,0.55,32,37 (11%),786 (83%),61 (39%),"1,643",10 (50%),91,35,46,22,6,0,1,15,1,"{'Nationality': 'Belgium', 'Preferred Foot': 'Right', 'Date of Birth': '05/12/1995', 'Appearances (Sub)': '24 (7)', 'Assists': '1', 'XG': '0.38', 'XA': '0.55', 'Shots On Target Inside the Box': '4', 'Touches in the Opposition Box': '32', 'Crosses (Completed %)': '37 (11%)', 'Passes (Completed %)': '786 (83%)', 'Long Passes (Completed %)': '61 (39%)', 'Minutes Played': '1,643', 'Dribbles (Completed %)': '10 (50%)', 'Duels Won': '91', 'Aerial Duels Won': '35', 'Total Tackles': '46', 'Interceptions': '22', 'Blocks': '6', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '15', 'Offsides': '1'}"
Daniel Podence,Right,21/10/1995,2 (2),0,0,0,0.01,0,0,15 (73%),0,46,4,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Portugal', 'Preferred Foot': 'Right', 'Date of Birth': '21/10/1995', 'Appearances (Sub)': '2 (2)', 'XG': '0.04', 'XA': '0.01', 'Passes (Completed %)': '15 (73%)', 'Minutes Played': '46', 'Duels Won': '4', 'Red Cards': '0', 'Yellow Cards': '0'}"
Leo Castledine,20/08/2005,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '20/08/2005'}"
João Cancelo,Right,27/05/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Portugal', 'Preferred Foot': 'Right', 'Date of Birth': '27/05/1994'}"
Trevoh Chalobah,Right,05/07/1999,25 (2),3,1,0.29,0.79,26,10 (10%),"1,094 (86%)",122 (41%),"1,974",11 (73%),106,45,31,29,12,0,3,19,1,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '05/07/1999', 'Appearances (Sub)': '25 (2)', 'Goals': '3', 'Assists': '1', 'XG': '0.79', 'XA': '0.29', 'Touches in the Opposition Box': '26', 'Crosses (Completed %)': '10 (10%)', 'Passes (Completed %)': '1,094 (86%)', 'Long Passes (Completed %)': '122 (41%)', 'Minutes Played': '1,974', 'Dribbles (Completed %)': '11 (73%)', 'Duels Won': '106', 'Aerial Duels Won': '45', 'Total Tackles': '31', 'Interceptions': '29', 'Blocks': '12', 'Red Cards': '0', 'Yellow Cards': '3', 'Fouls': '19', 'Offsides': '1'}"
Calum Chambers,Right,20/01/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '20/01/1995'}"
Luke Chambers,Left,24/06/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '24/06/2004'}"
Conor Chaplin,Left,16/02/1997,22 (12),1,1,0.62,1.52,6,18,306 (75%),20 (40%),854,8 (50%),29,3,15,4,1,0,2,11,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '16/02/1997', 'Appearances (Sub)': '22 (12)', 'Goals': '1', 'Assists': '1', 'XG': '1.52', 'XA': '0.62', 'Shots On Target Inside the Box': '6', 'Touches in the Opposition Box': '18', 'Crosses (Completed %)': '9 (22%)', 'Passes (Completed %)': '306 (75%)', 'Long Passes (Completed %)': '20 (40%)', 'Minutes Played': '854', 'Dribbles (Completed %)': '8 (50%)', 'Duels Won': '29', 'Aerial Duels Won': '3', 'Total Tackles': '15', 'Interceptions': '4', 'Blocks': '1', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '11'}"
Shea Charles,Right,05/11/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Northern Ireland', 'Preferred Foot': 'Right', 'Date of Birth': '05/11/2003'}"
Dylan Charlton,Left,02/07/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '02/07/2006'}"
Federico Chiesa,Right,25/10/1997,6 (5),0,0,3,0.16,4,1,28 (93%),0,104,3,0,0,1,0,0,0,0,3,0,"{'Nationality': 'Italy', 'Preferred Foot': 'Right', 'Date of Birth': '25/10/1997', 'Appearances (Sub)': '6 (5)', 'XG': '0.34', 'XA': '0.16', 'Shots On Target Outside the Box': '3', 'Touches in the Opposition Box': '4', 'Hit Woodwork': '1', 'Passes (Completed %)': '28 (93%)', 'Minutes Played': '104', 'Duels Won': '3', 'Total Tackles': '1', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '3'}"
Ben Chilwell,Left,21/12/1996,8 (7),1,0,5 (20%),3,0,0,94 (72%),16 (19%),254,5 (40%),15,3,7,6,2,0,1,2,2,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '21/12/1996', 'Appearances (Sub)': '8 (7)', 'Goals': '1', 'Touches in the Opposition Box': '3', 'Crosses (Completed %)': '5 (20%)', 'Passes (Completed %)': '94 (72%)', 'Long Passes (Completed %)': '16 (19%)', 'Minutes Played': '254', 'Dribbles (Completed %)': '5 (40%)', 'Duels Won': '15', 'Aerial Duels Won': '3', 'Total Tackles': '7', 'Interceptions': '6', 'Blocks': '2', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '2', 'Offsides': '2'}"
Tawanda Chirewa,Right,12/10/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Zimbabwe', 'Preferred Foot': 'Right', 'Date of Birth': '12/10/2003', 'Red Cards': '0', 'Yellow Cards': '0'}"
Leon Chiwome,10/01/2006,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '10/01/2006'}"
Samy Chouchane,Right,05/09/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Tunisia', 'Preferred Foot': 'Right', 'Date of Birth': '05/09/2003'}"
Hamza Choudhury,Right,01/10/1997,4 (3),0,0,5 (20%),3,0,0,76 (89%),3 (33%),130,4 (75%),4,0,1,5,2,0,0,1,0,"{'Nationality': 'Bangladesh', 'Preferred Foot': 'Right', 'Date of Birth': '01/10/1997', 'Appearances (Sub)': '4 (3)', 'XA': '0.2', 'Touches in the Opposition Box': '3', 'Crosses (Completed %)': '5 (20%)', 'Passes (Completed %)': '76 (89%)', 'Long Passes (Completed %)': '3 (33%)', 'Minutes Played': '130', 'Dribbles (Completed %)': '4 (75%)', 'Duels Won': '4', 'Total Tackles': '1', 'Interceptions': '5', 'Blocks': '2', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '1'}"
Ryan Christie,Left,22/02/1995,29 (2),2,3,2.99,2.12,11,12,999 (82%),121 (45%),"2,131",45 (51%),128,22,54,30,11,0,9,43,1,"{'Nationality': 'Scotland', 'Preferred Foot': 'Left', 'Date of Birth': '22/02/1995', 'Appearances (Sub)': '29 (2)', 'Goals': '2', 'Assists': '3', 'XG': '2.12', 'XA': '2.99', 'Shots On Target Inside the Box': '11', 'Shots On Target Outside the Box': '12', 'Touches in the Opposition Box': '49', 'Hit Woodwork': '2', 'Crosses (Completed %)': '23 (26%)', 'Passes (Completed %)': '999 (82%)', 'Long Passes (Completed %)': '121 (45%)', 'Corners Taken': '26', 'Minutes Played': '2,131', 'Dribbles (Completed %)': '45 (51%)', 'Duels Won': '128', 'Aerial Duels Won': '22', 'Total Tackles': '54', 'Interceptions': '30', 'Blocks': '11', 'Red Cards': '0', 'Yellow Cards': '9', 'Fouls': '43', 'Offsides': '1'}"
Carney Chukwuemeka,Right,20/10/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '20/10/2003'}"
Bobby Clark,Right,07/02/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '07/02/2005'}"
Harry Clarke,Right,02/03/2001,7 (3),0,0,2,0.09,0,0,208 (82%),29 (48%),378,2 (50%),17,10,5,4,4,1,1,5,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '02/03/2001', 'Appearances (Sub)': '7 (3)', 'XG': '0.08', 'XA': '0.09', 'Touches in the Opposition Box': '2', 'Passes (Completed %)': '208 (82%)', 'Long Passes (Completed %)': '29 (48%)', 'Minutes Played': '378', 'Dribbles (Completed %)': '2 (50%)', 'Duels Won': '17', 'Aerial Duels Won': '10', 'Total Tackles': '5', 'Interceptions': '4', 'Blocks': '4', 'Red Cards': '1', 'Yellow Cards': '1', 'Fouls': '5'}"
Jack Clarke,Right,23/11/2000,32 (20),4,0,8,1.21,45,1,370 (79%),21 (48%),"1,170",43 (58%),87,7,32,7,0,0,2,15,3,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '23/11/2000', 'Appearances (Sub)': '32 (20)', 'Assists': '4', 'XG': '1.17', 'XA': '1.21', 'Shots On Target Inside the Box': '8', 'Touches in the Opposition Box': '45', 'Hit Woodwork': '1', 'Crosses (Completed %)': '8 (13%)', 'Passes (Completed %)': '370 (79%)', 'Long Passes (Completed %)': '21 (48%)', 'Corners Taken': '7', 'Minutes Played': '1,170', 'Dribbles (Completed %)': '43 (58%)', 'Duels Won': '87', 'Aerial Duels Won': '7', 'Total Tackles': '32', 'Interceptions': '7', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '15', 'Offsides': '3'}"
Brayden Clarke,03/07/2007,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Wales', 'Date of Birth': '03/07/2007', 'Red Cards': '0', 'Yellow Cards': '0'}"
Nathaniel Clyne,Right,05/04/1991,13 (8),0,0,3,0.25,7 (43%),0,203 (78%),31 (45%),481,15,1,0,12,3,2,0,1,2,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '05/04/1991', 'Appearances (Sub)': '13 (8)', 'XG': '0.02', 'XA': '0.25', 'Touches in the Opposition Box': '3', 'Crosses (Completed %)': '7 (43%)', 'Passes (Completed %)': '203 (78%)', 'Long Passes (Completed %)': '31 (45%)', 'Minutes Played': '481', 'Duels Won': '15', 'Aerial Duels Won': '1', 'Total Tackles': '12', 'Interceptions': '3', 'Blocks': '2', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '2'}"
Conor Coady,Right,25/02/1993,22 (3),1,0,0.52,0.43,8,0,"1,067 (91%)",94 (47%),"1,713",2 (50%),29,13,13,13,24,0,3,8,1,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '25/02/1993', 'Appearances (Sub)': '22 (3)', 'Goals': '1', 'XG': '0.43', 'XA': '0.52', 'Touches in the Opposition Box': '8', 'Passes (Completed %)': '1,067 (91%)', 'Long Passes (Completed %)': '94 (47%)', 'Minutes Played': '1,713', 'Dribbles (Completed %)': '2 (50%)', 'Duels Won': '29', 'Aerial Duels Won': '13', 'Total Tackles': '13', 'Interceptions': '13', 'Blocks': '24', 'Red Cards': '0', 'Yellow Cards': '3', 'Fouls': '8', 'Offsides': '1'}"
Séamus Coleman,Right,11/10/1988,5 (2),0,0,4,0.03,0,0,74 (77%),16 (50%),215,5 (80%),10,2,3,1,3,0,1,0,0,"{'Nationality': 'Ireland', 'Preferred Foot': 'Right', 'Date of Birth': '11/10/1988', 'Appearances (Sub)': '5 (2)', 'XG': '0.57', 'XA': '0.03', 'Touches in the Opposition Box': '4', 'Passes (Completed %)': '74 (77%)', 'Long Passes (Completed %)': '16 (50%)', 'Minutes Played': '215', 'Dribbles (Completed %)': '5 (80%)', 'Duels Won': '10', 'Aerial Duels Won': '2', 'Total Tackles': '3', 'Interceptions': '1', 'Blocks': '3', 'Red Cards': '0', 'Yellow Cards': '1'}"
Nathan Collins,Right,30/04/2001,38,2,3,1.58,2.5,6,71,"1,961 (86%)",184 (43%),"3,420",11 (55%),194,119,40,34,57,0,5,29,6,"{'Nationality': 'Ireland', 'Preferred Foot': 'Right', 'Date of Birth': '30/04/2001', 'Appearances': '38', 'Goals': '2', 'Assists': '3', 'XG': '2.5', 'XA': '1.58', 'Shots On Target Inside the Box': '6', 'Touches in the Opposition Box': '71', 'Crosses (Completed %)': '8 (25%)', 'Passes (Completed %)': '1,961 (86%)', 'Long Passes (Completed %)': '184 (43%)', 'Minutes Played': '3,420', 'Dribbles (Completed %)': '11 (55%)', 'Duels Won': '194', 'Aerial Duels Won': '119', 'Total Tackles': '40', 'Interceptions': '34', 'Blocks': '57', 'Red Cards': '0', 'Yellow Cards': '5', 'Fouls': '29', 'Offsides': '6'}"
Toby Collyer,Right,03/01/2004,6 (6),0,0,3,0.39,0,0,90 (82%),3 (67%),175,2 (50%),20,3,12,2,1,0,0,2,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '03/01/2004', 'Appearances (Sub)': '6 (6)', 'XG': '0.17', 'XA': '0.39', 'Touches in the Opposition Box': '3', 'Passes (Completed %)': '90 (82%)', 'Long Passes (Completed %)': '3 (67%)', 'Minutes Played': '175', 'Dribbles (Completed %)': '2 (50%)', 'Duels Won': '20', 'Aerial Duels Won': '3', 'Total Tackles': '12', 'Interceptions': '2', 'Blocks': '1', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '2'}"
Levi Colwill,Left,26/02/2003,35,2,1,1.21,1.89,4,36,"2,595 (90%)",202 (43%),"3,149",11 (55%),156,83,47,33,25,0,9,45,5,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '26/02/2003', 'Appearances': '35', 'Goals': '2', 'Assists': '1', 'XG': '1.89', 'XA': '1.21', 'Shots On Target Inside the Box': '4', 'Touches in the Opposition Box': '36', 'Crosses (Completed %)': '13 (23%)', 'Passes (Completed %)': '2,595 (90%)', 'Long Passes (Completed %)': '202 (43%)', 'Minutes Played': '3,149', 'Dribbles (Completed %)': '11 (55%)', 'Duels Won': '156', 'Aerial Duels Won': '83', 'Total Tackles': '47', 'Interceptions': '33', 'Blocks': '25', 'Red Cards': '0', 'Yellow Cards': '9', 'Fouls': '45', 'Offsides': '5'}"
Lewis Cook,Right,03/02/1997,36 (4),1,3,3.75,0.94,2,4,"1,378 (82%)",135 (47%),"2,978",20 (65%),145,41,81,41,11,1,8,49,3,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '03/02/1997', 'Appearances (Sub)': '36 (4)', 'Goals': '1', 'Assists': '3', 'XG': '0.94', 'XA': '3.75', 'Shots On Target Inside the Box': '2', 'Shots On Target Outside the Box': '4', 'Touches in the Opposition Box': '20', 'Free Kicks Scored (Scored)': '1 (1)', 'Crosses (Completed %)': '48 (29%)', 'Passes (Completed %)': '1,378 (82%)', 'Long Passes (Completed %)': '135 (47%)', 'Corners Taken': '77', 'Minutes Played': '2,978', 'Dribbles (Completed %)': '20 (65%)', 'Duels Won': '145', 'Aerial Duels Won': '41', 'Total Tackles': '81', 'Interceptions': '41', 'Blocks': '11', 'Red Cards': '1', 'Yellow Cards': '8', 'Fouls': '49', 'Offsides': '3'}"
Maxwel Cornet,Right,27/09/1996,2 (1),0,0,0,0,0,0,19 (89%),2,71,9,3,0,5,0,0,0,1,1,0,"{'Nationality': 'Cote d’Ivoire', 'Preferred Foot': 'Right', 'Date of Birth': '27/09/1996', 'Appearances (Sub)': '2 (1)', 'Touches in the Opposition Box': '2', 'Passes (Completed %)': '19 (89%)', 'Corners Taken': '2', 'Minutes Played': '71', 'Duels Won': '9', 'Aerial Duels Won': '3', 'Total Tackles': '5', 'Red Cards': '0', 'Yellow Cards': '1', 'Offsides': '1'}"
Murillo,Left,04/07/2002,36,2,0,1.14,1.42,6,3,"1,420 (80%)",287 (42%),"3,191",37 (73%),130,44,53,36,45,0,6,27,0,"{'Nationality': 'Brazil', 'Preferred Foot': 'Left', 'Date of Birth': '04/07/2002', 'Appearances': '36', 'Goals': '2', 'XG': '1.42', 'XA': '1.14', 'Shots On Target Inside the Box': '6', 'Shots On Target Outside the Box': '3', 'Touches in the Opposition Box': '26', 'Hit Woodwork': '2', 'Free Kicks Scored (Scored)': '3 (3)', 'Crosses (Completed %)': '8 (25%)', 'Passes (Completed %)': '1,420 (80%)', 'Long Passes (Completed %)': '287 (42%)', 'Minutes Played': '3,191', 'Dribbles (Completed %)': '37 (73%)', 'Duels Won': '130', 'Aerial Duels Won': '44', 'Total Tackles': '53', 'Interceptions': '36', 'Blocks': '45', 'Red Cards': '0', 'Yellow Cards': '6', 'Fouls': '27'}"
Vladimír Coufal,Right,22/08/1992,22 (11),0,0,4,1,14,28 (32%),473 (82%),41 (24%),"1,061",12 (42%),66,23,22,8,11,0,5,22,1,"{'Nationality': 'Czech Republic', 'Preferred Foot': 'Right', 'Date of Birth': '22/08/1992', 'Appearances (Sub)': '22 (11)', 'XG': '0.3', 'XA': '1', 'Shots On Target Inside the Box': '4', 'Touches in the Opposition Box': '14', 'Crosses (Completed %)': '28 (32%)', 'Passes (Completed %)': '473 (82%)', 'Long Passes (Completed %)': '41 (24%)', 'Minutes Played': '1,061', 'Dribbles (Completed %)': '12 (42%)', 'Duels Won': '66', 'Aerial Duels Won': '23', 'Total Tackles': '22', 'Interceptions': '8', 'Blocks': '11', 'Red Cards': '0', 'Yellow Cards': '5', 'Fouls': '22', 'Own Goals': '1'}"
Woyo Coulibaly,Left,26/05/1999,4 (3),0,0,4,0.04,0,0,44 (84%),0,107,7,0,0,6,5,1,0,1,2,0,"{'Nationality': 'France', 'Preferred Foot': 'Left', 'Date of Birth': '26/05/1999', 'Appearances (Sub)': '4 (3)', 'XG': '0.04', 'XA': '0.04', 'Touches in the Opposition Box': '4', 'Passes (Completed %)': '44 (84%)', 'Minutes Played': '107', 'Duels Won': '7', 'Total Tackles': '6', 'Interceptions': '5', 'Blocks': '1', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '2'}"
Philippe Coutinho,Right,12/06/1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Brazil', 'Preferred Foot': 'Right', 'Date of Birth': '12/06/1992'}"
Brandon Cover,Right,25/09/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Jamaica', 'Preferred Foot': 'Right', 'Date of Birth': '25/09/2003'}"
Matthew Cox,Right,02/05/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '02/05/2003'}"
Amario Cozier-Duberry,Left,29/05/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '29/05/2005'}"
Tristan Crama,Right,08/11/2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'France', 'Preferred Foot': 'Right', 'Date of Birth': '08/11/2001'}"
Billy Crellin,Right,30/06/2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '30/06/2000'}"
Aaron Cresswell,Left,15/12/1989,18 (8),0,0,2,1.9,2 (2),16 (13%),521 (87%),80 (54%),823,2 (50%),21,7,11,8,4,0,3,4,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '15/12/1989', 'Appearances (Sub)': '18 (8)', 'XG': '0.23', 'XA': '1.9', 'Touches in the Opposition Box': '2', 'Free Kicks Scored (Scored)': '2 (2)', 'Crosses (Completed %)': '16 (13%)', 'Passes (Completed %)': '521 (87%)', 'Long Passes (Completed %)': '80 (54%)', 'Corners Taken': '13', 'Minutes Played': '823', 'Dribbles (Completed %)': '2 (50%)', 'Duels Won': '21', 'Aerial Duels Won': '7', 'Total Tackles': '11', 'Interceptions': '8', 'Blocks': '4', 'Red Cards': '0', 'Yellow Cards': '3', 'Fouls': '4'}"
Marc Cucurella,Left,22/07/1998,36 (3),5,1,2.39,2.8,8,4,"1,633 (89%)",108 (40%),"2,989",13 (31%),141,32,67,28,16,1,8,37,3,"{'Nationality': 'Spain', 'Preferred Foot': 'Left', 'Date of Birth': '22/07/1998', 'Appearances (Sub)': '36 (3)', 'Goals': '5', 'Assists': '1', 'XG': '2.8', 'XA': '2.39', 'Shots On Target Inside the Box': '8', 'Shots On Target Outside the Box': '4', 'Touches in the Opposition Box': '76', 'Crosses (Completed %)': '31 (16%)', 'Passes (Completed %)': '1,633 (89%)', 'Long Passes (Completed %)': '108 (40%)', 'Corners Taken': '2', 'Minutes Played': '2,989', 'Dribbles (Completed %)': '13 (31%)', 'Duels Won': '141', 'Aerial Duels Won': '32', 'Total Tackles': '67', 'Interceptions': '28', 'Blocks': '16', 'Red Cards': '1', 'Yellow Cards': '8', 'Fouls': '37', 'Offsides': '3'}"
Jorge Cuenca,Left,17/11/1999,8 (4),0,0,1,0.01,0,0,170 (84%),17 (24%),350,16,6,0,6,2,4,0,0,2,0,"{'Nationality': 'Spain', 'Preferred Foot': 'Left', 'Date of Birth': '17/11/1999', 'Appearances (Sub)': '8 (4)', 'XG': '0.02', 'XA': '0.01', 'Touches in the Opposition Box': '1', 'Passes (Completed %)': '170 (84%)', 'Long Passes (Completed %)': '17 (24%)', 'Minutes Played': '350', 'Duels Won': '16', 'Aerial Duels Won': '6', 'Total Tackles': '6', 'Interceptions': '2', 'Blocks': '4', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '2'}"
Luke Cundle,Right,26/04/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '26/04/2002', 'Red Cards': '0', 'Yellow Cards': '0'}"
Ted Curd,Right,14/02/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '14/02/2006'}"
Michael Dacosta,05/03/2005,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Spain', 'Date of Birth': '05/03/2005'}"
Mahmoud Dahoud,Right,01/01/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Syria', 'Preferred Foot': 'Right', 'Date of Birth': '01/01/1996'}"
Patson Daka,Right,09/10/1998,23 (17),1,0,0.08,1.25,7,30,138 (74%),5 (60%),721,13 (15%),50,12,19,1,1,0,0,15,3,"{'Nationality': 'Zambia', 'Preferred Foot': 'Right', 'Date of Birth': '09/10/1998', 'Appearances (Sub)': '23 (17)', 'Goals': '1', 'XG': '1.25', 'XA': '0.08', 'Shots On Target Inside the Box': '7', 'Touches in the Opposition Box': '30', 'Passes (Completed %)': '138 (74%)', 'Long Passes (Completed %)': '5 (60%)', 'Minutes Played': '721', 'Dribbles (Completed %)': '13 (15%)', 'Duels Won': '50', 'Aerial Duels Won': '12', 'Total Tackles': '19', 'Interceptions': '1', 'Blocks': '1', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '15', 'Offsides': '3'}"
