player_name,preferred_foot,date_of_birth,appearances_sub,goals,assists,xa,xg,touches_in_opposition_box,crosses_completed,pass_accuracy,long_pass_accuracy,minutes_played,dribbles_completed,duels_won,aerial_duels_won,total_tackles,interceptions,blocks,red_cards,yellow_cards,fouls,offsides,all_stats_on_page
Conor Townsend,Left,04/03/1993,6 (3),1,0,5,0.24,7 (29%),0,94 (68%),18 (28%),335,21,6,0,11,4,6,0,1,2,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '04/03/1993', 'Appearances (Sub)': '6 (3)', 'Assists': '1', 'XG': '0.03', 'XA': '0.24', 'Touches in the Opposition Box': '5', 'Crosses (Completed %)': '7 (29%)', 'Passes (Completed %)': '94 (68%)', 'Long Passes (Completed %)': '18 (28%)', 'Corners Taken': '4', 'Minutes Played': '335', 'Duels Won': '21', 'Aerial Duels Won': '6', 'Total Tackles': '11', 'Interceptions': '4', 'Blocks': '6', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '2'}"
Hamed Traorè,Right,16/02/2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Cote d’Ivoire', 'Preferred Foot': 'Right', 'Date of Birth': '16/02/2000', 'Red Cards': '0', 'Yellow Cards': '0'}"
Adama Traoré,Right,25/01/1996,36 (18),2,7,4.53,4,20,5,484 (81%),17 (53%),"1,769",84 (57%),125,25,20,1,0,0,3,24,1,"{'Nationality': 'Spain', 'Preferred Foot': 'Right', 'Date of Birth': '25/01/1996', 'Appearances (Sub)': '36 (18)', 'Goals': '2', 'Assists': '7', 'XG': '4', 'XA': '4.53', 'Shots On Target Inside the Box': '20', 'Shots On Target Outside the Box': '5', 'Touches in the Opposition Box': '92', 'Crosses (Completed %)': '100 (30%)', 'Passes (Completed %)': '484 (81%)', 'Long Passes (Completed %)': '17 (53%)', 'Minutes Played': '1,769', 'Dribbles (Completed %)': '84 (57%)', 'Duels Won': '125', 'Aerial Duels Won': '25', 'Total Tackles': '20', 'Interceptions': '1', 'Red Cards': '0', 'Yellow Cards': '3', 'Fouls': '24', 'Offsides': '1'}"
Boubacar Traoré,Right,20/08/2001,1 (1),0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Mali', 'Preferred Foot': 'Right', 'Date of Birth': '20/08/2001', 'Appearances (Sub)': '1 (1)', 'Minutes Played': '1', 'Duels Won': '2', 'Total Tackles': '2', 'Red Cards': '0', 'Yellow Cards': '0'}"
Mark Travers,Right,18/05/1999,5,5,1,0,0,0,0,113 (63%),75 (45%),0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Ireland', 'Preferred Foot': 'Right', 'Date of Birth': '18/05/1999', 'Appearances': '5', 'Goals Conceded': '5', 'Clean Sheets': '1', 'Saves Made': '20', 'Passes (Completed %)': '113 (63%)', 'Long Passes (Completed %)': '75 (45%)', 'Red Cards': '0', 'Yellow Cards': '0'}"
Lewis Travis,Right,16/10/1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '16/10/1997'}"
Ryan Trevitt,Right,12/03/2003,1 (1),0,0,0,0,0,0,6 (67%),0,3,1,0,0,1,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '12/03/2003', 'Appearances (Sub)': '1 (1)', 'XA': '0', 'Passes (Completed %)': '6 (67%)', 'Minutes Played': '3', 'Duels Won': '1', 'Total Tackles': '1', 'Red Cards': '0', 'Yellow Cards': '0'}"
André,Right,16/07/2001,33 (2),0,0,2,0.66,3,0,"1,338 (93%)",73 (74%),"2,484",28 (57%),143,2,91,37,8,0,7,36,0,"{'Nationality': 'Brazil', 'Preferred Foot': 'Right', 'Date of Birth': '16/07/2001', 'Appearances (Sub)': '33 (2)', 'XG': '0.42', 'XA': '0.66', 'Shots On Target Outside the Box': '2', 'Touches in the Opposition Box': '3', 'Passes (Completed %)': '1,338 (93%)', 'Long Passes (Completed %)': '73 (74%)', 'Minutes Played': '2,484', 'Dribbles (Completed %)': '28 (57%)', 'Duels Won': '143', 'Aerial Duels Won': '2', 'Total Tackles': '91', 'Interceptions': '37', 'Blocks': '8', 'Red Cards': '0', 'Yellow Cards': '7', 'Fouls': '36'}"
Kieran Trippier,Right,19/09/1990,25 (11),3,0,13,1.45,2 (2),25 (12%),"1,038 (85%)",77 (44%),"1,308",8 (50%),75,22,38,12,3,0,1,16,2,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '19/09/1990', 'Appearances (Sub)': '25 (11)', 'Assists': '3', 'XG': '0.12', 'XA': '1.45', 'Touches in the Opposition Box': '13', 'Free Kicks Scored (Scored)': '2 (2)', 'Crosses (Completed %)': '25 (12%)', 'Passes (Completed %)': '1,038 (85%)', 'Long Passes (Completed %)': '77 (44%)', 'Corners Taken': '62', 'Minutes Played': '1,308', 'Dribbles (Completed %)': '8 (50%)', 'Duels Won': '75', 'Aerial Duels Won': '22', 'Total Tackles': '38', 'Interceptions': '12', 'Blocks': '3', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '16', 'Offsides': '2'}"
Leandro Trossard,Right,04/12/1994,38 (10),8,7,4.11,7.21,28,14,853 (81%),52 (54%),"2,550",75 (51%),121,6,31,9,0,1,2,27,6,"{'Nationality': 'Belgium', 'Preferred Foot': 'Right', 'Date of Birth': '04/12/1994', 'Appearances (Sub)': '38 (10)', 'Goals': '8', 'Assists': '7', 'XG': '7.21', 'XA': '4.11', 'Shots On Target Inside the Box': '28', 'Shots On Target Outside the Box': '14', 'Touches in the Opposition Box': '165', 'Hit Woodwork': '1', 'Crosses (Completed %)': '75 (20%)', 'Passes (Completed %)': '853 (81%)', 'Long Passes (Completed %)': '52 (54%)', 'Corners Taken': '10', 'Minutes Played': '2,550', 'Dribbles (Completed %)': '75 (51%)', 'Duels Won': '121', 'Aerial Duels Won': '6', 'Total Tackles': '31', 'Interceptions': '9', 'Red Cards': '1', 'Yellow Cards': '2', 'Fouls': '27', 'Offsides': '6'}"
Kostas Tsimikas,Left,12/05/1996,18 (9),1,0,13,2.32,20 (25%),0,525 (91%),36 (67%),833,10 (50%),47,5,31,11,2,0,2,9,1,"{'Nationality': 'Greece', 'Preferred Foot': 'Left', 'Date of Birth': '12/05/1996', 'Appearances (Sub)': '18 (9)', 'Assists': '1', 'XG': '0.38', 'XA': '2.32', 'Touches in the Opposition Box': '13', 'Crosses (Completed %)': '20 (25%)', 'Passes (Completed %)': '525 (91%)', 'Long Passes (Completed %)': '36 (67%)', 'Corners Taken': '41', 'Minutes Played': '833', 'Dribbles (Completed %)': '10 (50%)', 'Duels Won': '47', 'Aerial Duels Won': '5', 'Total Tackles': '31', 'Interceptions': '11', 'Blocks': '2', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '9', 'Offsides': '1'}"
Axel Tuanzebe,Right,14/11/1997,22 (2),1,0,8,0.28,10 (20%),0,671 (86%),36 (42%),"1,717",10 (40%),69,23,31,23,10,1,3,17,1,"{'Nationality': 'DR Congo', 'Preferred Foot': 'Right', 'Date of Birth': '14/11/1997', 'Appearances (Sub)': '22 (2)', 'Assists': '1', 'XG': '0.2', 'XA': '0.28', 'Touches in the Opposition Box': '8', 'Crosses (Completed %)': '10 (20%)', 'Passes (Completed %)': '671 (86%)', 'Long Passes (Completed %)': '36 (42%)', 'Minutes Played': '1,717', 'Dribbles (Completed %)': '10 (40%)', 'Duels Won': '69', 'Aerial Duels Won': '23', 'Total Tackles': '31', 'Interceptions': '23', 'Blocks': '10', 'Red Cards': '1', 'Yellow Cards': '3', 'Fouls': '17', 'Own Goals': '1'}"
Matt Turner,Right,24/06/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'United States', 'Preferred Foot': 'Right', 'Date of Birth': '24/06/1994', 'Red Cards': '0', 'Yellow Cards': '0'}"
Jay Turner-Cooke,Left,31/12/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '31/12/2003'}"
Ed Turns,Left,18/10/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Wales', 'Preferred Foot': 'Left', 'Date of Birth': '18/10/2002'}"
Harry Tyrer,Right,06/12/2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '06/12/2001'}"
Destiny Udogie,Left,28/11/2002,25 (1),1,0,4,1.2,52,19 (21%),953 (88%),21 (57%),"1,931",29 (45%),139,13,75,22,6,0,2,29,3,"{'Nationality': 'Italy', 'Preferred Foot': 'Left', 'Date of Birth': '28/11/2002', 'Appearances (Sub)': '25 (1)', 'Assists': '1', 'XG': '0.3', 'XA': '1.2', 'Shots On Target Inside the Box': '4', 'Touches in the Opposition Box': '52', 'Crosses (Completed %)': '19 (21%)', 'Passes (Completed %)': '953 (88%)', 'Long Passes (Completed %)': '21 (57%)', 'Minutes Played': '1,931', 'Dribbles (Completed %)': '29 (45%)', 'Duels Won': '139', 'Aerial Duels Won': '13', 'Total Tackles': '75', 'Interceptions': '22', 'Blocks': '6', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '29', 'Offsides': '3', 'Own Goals': '1'}"
Manuel Ugarte,Right,11/04/2001,29 (7),1,2,0.69,1.01,5,5,897 (89%),59 (66%),"1,789",28 (64%),146,18,77,27,4,0,11,41,1,"{'Nationality': 'Uruguay', 'Preferred Foot': 'Right', 'Date of Birth': '11/04/2001', 'Appearances (Sub)': '29 (7)', 'Goals': '1', 'Assists': '2', 'XG': '1.01', 'XA': '0.69', 'Shots On Target Inside the Box': '5', 'Shots On Target Outside the Box': '5', 'Touches in the Opposition Box': '16', 'Crosses (Completed %)': '7 (43%)', 'Passes (Completed %)': '897 (89%)', 'Long Passes (Completed %)': '59 (66%)', 'Minutes Played': '1,789', 'Dribbles (Completed %)': '28 (64%)', 'Duels Won': '146', 'Aerial Duels Won': '18', 'Total Tackles': '77', 'Interceptions': '27', 'Blocks': '4', 'Red Cards': '0', 'Yellow Cards': '11', 'Fouls': '41', 'Own Goals': '1'}"
Lesley Ugochukwu,Right,26/03/2004,26 (8),1,1,6 (17%),24,0,0,700 (86%),30 (50%),"1,664",27 (70%),105,21,50,14,10,0,7,31,0,"{'Nationality': 'France', 'Preferred Foot': 'Right', 'Date of Birth': '26/03/2004', 'Appearances (Sub)': '26 (8)', 'Goals': '1', 'Assists': '1', 'Touches in the Opposition Box': '24', 'Crosses (Completed %)': '6 (17%)', 'Passes (Completed %)': '700 (86%)', 'Long Passes (Completed %)': '30 (50%)', 'Minutes Played': '1,664', 'Dribbles (Completed %)': '27 (70%)', 'Duels Won': '105', 'Aerial Duels Won': '21', 'Total Tackles': '50', 'Interceptions': '14', 'Blocks': '10', 'Red Cards': '0', 'Yellow Cards': '7', 'Fouls': '31'}"
Franco Umeh-Chibueze,Left,26/01/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Ireland', 'Preferred Foot': 'Left', 'Date of Birth': '26/01/2005'}"
Deniz Undav,Right,19/07/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Germany', 'Preferred Foot': 'Right', 'Date of Birth': '19/07/1996'}"
Hákon Valdimarsson,Right,13/10/2001,2 (1),2,0,0,0,0,0,63 (62%),42 (43%),0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Iceland', 'Preferred Foot': 'Right', 'Date of Birth': '13/10/2001', 'Appearances (Sub)': '2 (1)', 'Goals Conceded': '2', 'Saves Made': '3', 'Passes (Completed %)': '63 (62%)', 'Long Passes (Completed %)': '42 (43%)', 'Red Cards': '0', 'Yellow Cards': '0'}"
Harvey Vale,Left,11/09/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '11/09/2003'}"
Raphaël Varane,Right,25/04/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'France', 'Preferred Foot': 'Right', 'Date of Birth': '25/04/1993'}"
Jamie Vardy,Right,11/01/1987,35,9,4,2.57,11.22,26,2,371 (69%),8 (50%),"2,839",21 (52%),103,51,19,5,4,0,5,25,27,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '11/01/1987', 'Appearances': '35', 'Goals': '9', 'Assists': '4', 'XG': '11.22', 'XA': '2.57', 'Shots On Target Inside the Box': '26', 'Shots On Target Outside the Box': '2', 'Touches in the Opposition Box': '117', 'Penalties Taken (Scored)': '2 (1)', 'Hit Woodwork': '1', 'Free Kicks Scored (Scored)': '1 (1)', 'Crosses (Completed %)': '11 (9%)', 'Passes (Completed %)': '371 (69%)', 'Long Passes (Completed %)': '8 (50%)', 'Minutes Played': '2,839', 'Dribbles (Completed %)': '21 (52%)', 'Duels Won': '103', 'Aerial Duels Won': '51', 'Total Tackles': '19', 'Interceptions': '5', 'Blocks': '4', 'Red Cards': '0', 'Yellow Cards': '5', 'Fouls': '25', 'Offsides': '27'}"
Nuno Tavares,Left,26/01/2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Portugal', 'Preferred Foot': 'Left', 'Date of Birth': '26/01/2000'}"
Joël Veltman,Right,15/01/1992,21 (2),0,0,2,1.33,10,1,774 (82%),66 (48%),"1,699",9 (44%),112,22,43,19,7,0,5,27,0,"{'Nationality': 'Netherlands', 'Preferred Foot': 'Right', 'Date of Birth': '15/01/1992', 'Appearances (Sub)': '21 (2)', 'XG': '0.47', 'XA': '1.33', 'Shots On Target Inside the Box': '2', 'Touches in the Opposition Box': '10', 'Hit Woodwork': '1', 'Crosses (Completed %)': '24 (33%)', 'Passes (Completed %)': '774 (82%)', 'Long Passes (Completed %)': '66 (48%)', 'Minutes Played': '1,699', 'Dribbles (Completed %)': '9 (44%)', 'Duels Won': '112', 'Aerial Duels Won': '22', 'Total Tackles': '43', 'Interceptions': '19', 'Blocks': '7', 'Red Cards': '0', 'Yellow Cards': '5', 'Fouls': '27'}"
Bart Verbruggen,Right,18/08/2002,36,58,7,0,9,0,0,"1,187 (75%)",472 (40%),0,6,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Netherlands', 'Preferred Foot': 'Right', 'Date of Birth': '18/08/2002', 'Appearances': '36', 'Goals Conceded': '58', 'Clean Sheets': '7', 'Saves Made': '91', 'Penalties Faced': '9', 'Passes (Completed %)': '1,187 (75%)', 'Long Passes (Completed %)': '472 (40%)', 'Assists': '1', 'Red Cards': '0', 'Yellow Cards': '6'}"
Jannik Vestergaard,Left,03/08/1992,18 (2),0,0,3,0.11,10,0,958 (91%),70 (44%),"1,395",56,27,0,22,16,14,0,5,12,1,"{'Nationality': 'Denmark', 'Preferred Foot': 'Left', 'Date of Birth': '03/08/1992', 'Appearances (Sub)': '18 (2)', 'XG': '0.1', 'XA': '0.11', 'Shots On Target Inside the Box': '3', 'Touches in the Opposition Box': '10', 'Passes (Completed %)': '958 (91%)', 'Long Passes (Completed %)': '70 (44%)', 'Minutes Played': '1,395', 'Duels Won': '56', 'Aerial Duels Won': '27', 'Total Tackles': '22', 'Interceptions': '16', 'Blocks': '14', 'Red Cards': '0', 'Yellow Cards': '5', 'Fouls': '12', 'Own Goals': '1'}"
Guglielmo Vicario,Right,07/10/1996,24,37,4,0,1,0,0,754 (86%),142 (39%),0,1,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Italy', 'Preferred Foot': 'Right', 'Date of Birth': '07/10/1996', 'Appearances': '24', 'Goals Conceded': '37', 'Clean Sheets': '4', 'Saves Made': '68', 'Penalties Faced': '1', 'Passes (Completed %)': '754 (86%)', 'Long Passes (Completed %)': '142 (39%)', 'Red Cards': '0', 'Yellow Cards': '1'}"
Odysseas Vlachodimos,Right,26/04/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Greece', 'Preferred Foot': 'Right', 'Date of Birth': '26/04/1994', 'Red Cards': '0', 'Yellow Cards': '0'}"
Alejo Véliz,Right,19/09/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Argentina', 'Preferred Foot': 'Right', 'Date of Birth': '19/09/2003'}"
Radek Vítek,Right,24/10/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Czech Republic', 'Preferred Foot': 'Right', 'Date of Birth': '24/10/2003'}"
Kyle Walker,Right,28/05/1990,15 (6),0,0,4,1.34,5,14 (29%),731 (89%),55 (40%),967,5 (60%),34,9,17,3,4,0,3,6,1,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '28/05/1990', 'Appearances (Sub)': '15 (6)', 'XG': '0.14', 'XA': '1.34', 'Shots On Target Outside the Box': '4', 'Touches in the Opposition Box': '5', 'Crosses (Completed %)': '14 (29%)', 'Passes (Completed %)': '731 (89%)', 'Long Passes (Completed %)': '55 (40%)', 'Minutes Played': '967', 'Dribbles (Completed %)': '5 (60%)', 'Duels Won': '34', 'Aerial Duels Won': '9', 'Total Tackles': '17', 'Interceptions': '3', 'Blocks': '4', 'Red Cards': '0', 'Yellow Cards': '3', 'Fouls': '6', 'Offsides': '1'}"
Kyle Walker-Peters,Right,13/04/1997,33,2,0,9,2.3,5,65,"1,495 (91%)",52 (48%),"2,922",77 (49%),145,11,44,19,15,0,5,28,2,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '13/04/1997', 'Appearances': '33', 'Assists': '2', 'XG': '0.84', 'XA': '2.3', 'Shots On Target Inside the Box': '9', 'Shots On Target Outside the Box': '5', 'Touches in the Opposition Box': '65', 'Crosses (Completed %)': '51 (16%)', 'Passes (Completed %)': '1,495 (91%)', 'Long Passes (Completed %)': '52 (48%)', 'Corners Taken': '3', 'Minutes Played': '2,922', 'Dribbles (Completed %)': '77 (49%)', 'Duels Won': '145', 'Aerial Duels Won': '11', 'Total Tackles': '44', 'Interceptions': '19', 'Blocks': '15', 'Red Cards': '0', 'Yellow Cards': '5', 'Fouls': '28', 'Offsides': '2'}"
Reggie Walsh,20/10/2008,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '20/10/2008'}"
Reuell Walters,Right,16/12/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '16/12/2004'}"
Christian Walton,Left,09/11/1995,7,19,1,0,2,0,0,220 (65%),122 (38%),0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '09/11/1995', 'Appearances': '7', 'Goals Conceded': '19', 'Clean Sheets': '1', 'Saves Made': '20', 'Penalties Faced': '2', 'Passes (Completed %)': '220 (65%)', 'Long Passes (Completed %)': '122 (38%)', 'Red Cards': '0', 'Yellow Cards': '0'}"
Aaron Wan-Bissaka,Right,26/11/1997,36 (1),2,5,2.78,1.19,4,2,"1,503 (83%)",81 (37%),"3,154",107 (60%),183,23,70,66,11,0,1,25,5,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '26/11/1997', 'Appearances (Sub)': '36 (1)', 'Goals': '2', 'Assists': '5', 'XG': '1.19', 'XA': '2.78', 'Shots On Target Inside the Box': '4', 'Shots On Target Outside the Box': '2', 'Touches in the Opposition Box': '50', 'Crosses (Completed %)': '76 (21%)', 'Passes (Completed %)': '1,503 (83%)', 'Long Passes (Completed %)': '81 (37%)', 'Minutes Played': '3,154', 'Dribbles (Completed %)': '107 (60%)', 'Duels Won': '183', 'Aerial Duels Won': '23', 'Total Tackles': '70', 'Interceptions': '66', 'Blocks': '11', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '25', 'Offsides': '5', 'Own Goals': '1'}"
Joel Ward,Right,29/10/1989,2 (1),0,0,0,0,0,0,24 (58%),6 (33%),72,3,1,0,2,0,0,0,1,4,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '29/10/1989', 'Appearances (Sub)': '2 (1)', 'XA': '0.01', 'Passes (Completed %)': '24 (58%)', 'Long Passes (Completed %)': '6 (33%)', 'Minutes Played': '72', 'Duels Won': '3', 'Aerial Duels Won': '1', 'Total Tackles': '2', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '4'}"
Danny Ward,Right,22/06/1993,2 (1),6,0,0,0,0,0,44 (73%),24 (50%),0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'Wales', 'Preferred Foot': 'Right', 'Date of Birth': '22/06/1993', 'Appearances (Sub)': '2 (1)', 'Goals Conceded': '6', 'Saves Made': '4', 'Passes (Completed %)': '44 (73%)', 'Long Passes (Completed %)': '24 (50%)', 'Red Cards': '0', 'Yellow Cards': '0'}"
James Ward-Prowse,Right,01/11/1994,24 (7),1,2,1.81,1.65,5,12,875 (92%),51 (65%),"1,440",5 (40%),45,13,24,13,5,1,2,17,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '01/11/1994', 'Appearances (Sub)': '24 (7)', 'Goals': '1', 'Assists': '2', 'XG': '1.65', 'XA': '1.81', 'Shots On Target Inside the Box': '5', 'Touches in the Opposition Box': '12', 'Free Kicks Scored (Scored)': '3 (4)', 'Crosses (Completed %)': '9 (22%)', 'Passes (Completed %)': '875 (92%)', 'Long Passes (Completed %)': '51 (65%)', 'Corners Taken': '42', 'Minutes Played': '1,440', 'Dribbles (Completed %)': '5 (40%)', 'Duels Won': '45', 'Aerial Duels Won': '13', 'Total Tackles': '24', 'Interceptions': '13', 'Blocks': '5', 'Red Cards': '1', 'Yellow Cards': '2', 'Fouls': '17'}"
Lewis Warrington,Right,10/10/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '10/10/2002'}"
Ollie Watkins,Right,30/12/1995,38 (7),16,8,2.07,15.38,41,182,414 (74%),5 (80%),"2,610",37 (27%),105,52,10,8,3,0,2,29,16,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '30/12/1995', 'Appearances (Sub)': '38 (7)', 'Goals': '16', 'Assists': '8', 'XG': '15.38', 'XA': '2.07', 'Shots On Target Inside the Box': '41', 'Touches in the Opposition Box': '182', 'Penalties Taken (Scored)': '2 (2)', 'Hit Woodwork': '2', 'Passes (Completed %)': '414 (74%)', 'Long Passes (Completed %)': '5 (80%)', 'Minutes Played': '2,610', 'Dribbles (Completed %)': '37 (27%)', 'Duels Won': '105', 'Aerial Duels Won': '52', 'Total Tackles': '10', 'Interceptions': '8', 'Blocks': '3', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '29', 'Offsides': '16'}"
Adam Webster,Right,04/01/1995,14 (3),0,0,3,0.27,15,0,721 (88%),84 (44%),888,3 (33%),37,24,10,20,9,0,1,7,1,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '04/01/1995', 'Appearances (Sub)': '14 (3)', 'XG': '0.25', 'XA': '0.27', 'Shots On Target Inside the Box': '3', 'Touches in the Opposition Box': '15', 'Passes (Completed %)': '721 (88%)', 'Long Passes (Completed %)': '84 (44%)', 'Minutes Played': '888', 'Dribbles (Completed %)': '3 (33%)', 'Duels Won': '37', 'Aerial Duels Won': '24', 'Total Tackles': '10', 'Interceptions': '20', 'Blocks': '9', 'Red Cards': '0', 'Yellow Cards': '1', 'Fouls': '7', 'Offsides': '1'}"
Jensen Weir,Right,31/01/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '31/01/2002'}"
Danny Welbeck,Right,26/11/1990,30 (6),10,4,1.38,9.57,21,11,485 (86%),8 (75%),"2,122",34 (38%),79,17,26,5,4,0,5,11,4,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '26/11/1990', 'Appearances (Sub)': '30 (6)', 'Goals': '10', 'Assists': '4', 'XG': '9.57', 'XA': '1.38', 'Shots On Target Inside the Box': '21', 'Shots On Target Outside the Box': '11', 'Touches in the Opposition Box': '109', 'Penalties Taken (Scored)': '1 (1)', 'Hit Woodwork': '2', 'Free Kicks Scored (Scored)': '9 (9)', 'Passes (Completed %)': '485 (86%)', 'Long Passes (Completed %)': '8 (75%)', 'Minutes Played': '2,122', 'Dribbles (Completed %)': '34 (38%)', 'Duels Won': '79', 'Aerial Duels Won': '17', 'Total Tackles': '26', 'Interceptions': '5', 'Blocks': '4', 'Red Cards': '0', 'Yellow Cards': '5', 'Fouls': '11', 'Offsides': '4'}"
Reece Welch,19/09/2003,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '19/09/2003', 'Red Cards': '0', 'Yellow Cards': '0'}"
Jack Wells-Morrison,18/02/2004,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Date of Birth': '18/02/2004'}"
Timo Werner,Right,06/03/1996,18 (14),3,0,34,1.52,27 (11%),0,198 (74%),8 (25%),508,18 (56%),21,0,6,1,1,0,0,3,5,"{'Nationality': 'Germany', 'Preferred Foot': 'Right', 'Date of Birth': '06/03/1996', 'Appearances (Sub)': '18 (14)', 'Assists': '3', 'XG': '0.98', 'XA': '1.52', 'Touches in the Opposition Box': '34', 'Crosses (Completed %)': '27 (11%)', 'Passes (Completed %)': '198 (74%)', 'Long Passes (Completed %)': '8 (25%)', 'Corners Taken': '2', 'Minutes Played': '508', 'Dribbles (Completed %)': '18 (56%)', 'Duels Won': '21', 'Total Tackles': '6', 'Interceptions': '1', 'Blocks': '1', 'Red Cards': '0', 'Yellow Cards': '0', 'Fouls': '3', 'Offsides': '5'}"
Adam Wharton,Left,06/02/2004,20 (4),2,0,8,2.18,11,18 (28%),679 (79%),70 (57%),"1,326",10 (20%),64,7,34,20,2,0,2,12,0,"{'Nationality': 'England', 'Preferred Foot': 'Left', 'Date of Birth': '06/02/2004', 'Appearances (Sub)': '20 (4)', 'Assists': '2', 'XG': '0.37', 'XA': '2.18', 'Shots On Target Outside the Box': '8', 'Touches in the Opposition Box': '11', 'Crosses (Completed %)': '18 (28%)', 'Passes (Completed %)': '679 (79%)', 'Long Passes (Completed %)': '70 (57%)', 'Corners Taken': '26', 'Minutes Played': '1,326', 'Dribbles (Completed %)': '10 (20%)', 'Duels Won': '64', 'Aerial Duels Won': '7', 'Total Tackles': '34', 'Interceptions': '20', 'Blocks': '2', 'Red Cards': '0', 'Yellow Cards': '2', 'Fouls': '12'}"
Ethan Wheatley,Right,20/01/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Nationality': 'England', 'Preferred Foot': 'Right', 'Date of Birth': '20/01/2006', 'Red Cards': '0', 'Yellow Cards': '0'}"
